tweet,class,id,preprocessed_tweet
"Si hombre, y casino y furcias también. Bueno, eso último lo lleva Erice. https://t.co/e7HiUlmntk",0,id=885852878052700160,si hombre casino furcias tambien bueno eso ultimo lo lleva erice
"| » a mucha gente porque luego no puedo leer tranquilo la TL. Y mi user es un puto tarado y le gusta leer TOOOOODA la TL. Así que, eso. &lt;/3",0,id=885852751103762432,mucha gente porque luego no puedo leer tranquilo la tl mi user es un puto tarado le gusta leer toooooda la tl asi que eso lt
"Llamadme facha, pero me parece bien que se pida una nota mínima para conceder una beca. Se premia el esfuerzo, no la vaguería. #NadieSinBeca",0,id=885852683026018304,llamadme facha pero me parece bien que se pida una nota minima para conceder una beca se premia el esfuerzo no la vagueria nadiesinbeca
"@chals_wotan @Rattledrew @adeleheroine @holdemCS @DemenArt No voy a dudar de un periodista religioso, facha y que ha trabajado en diarios basuras y que trabaja ahora en otro, me has convencido :)",0,id=885852241428656129,no voy dudar de un periodista religioso facha que ha trabajado en diarios basuras que trabaja ahora en otro me has convencido
estoy rojo como un puto cangrejo no me habia kemado asi en mi vida xd,0,id=885852237523824640,estoy rojo como un puto cangrejo no me habia kemado asi en mi vida xd
@alberto_orco Pero el calentamiento global son COSAS DE HIPPIES Y PERROFLAUTAS,1,id=885851617387565058,pero el calentamiento global son cosas de hippies perroflautas
@lydiaconello Como que un poco era una puta mierda la cría esa era tonta pero con ganas pa eso leíamos un fanfic gay,1,id=885851537028907008,como que un poco era una puta mierda la cria esa era tonta pero con ganas pa eso leiamos un fanfic gay
@Anarcoanonima feminazi de mierda https://t.co/45l6GjDimi,1,id=885851500060323841,feminazi de mierda
@MonederoJC @mananascuatro Que asqueroso el calleja te mando a la mierda y llamo fascista a Vestringe,1,id=885851469718728705,que asqueroso el calleja te mando la mierda llamo fascista vestringe
"Jamás, aunq consiguieran su secesión, pq ellos NO son Cataluña. O es q  España dejó de ser España bajo los moros o franceses? pues eso.",0,id=885851468133216262,jamas aunq consiguieran su secesion pq ellos no son cataluna es espana dejo de ser espana bajo los moros franceses pues eso
@dolaresyrublos En qué parte de la definición de patrimonio nacional están las cruces eregidas por militares fascistas?,0,id=885851298272342021,en que parte de la definicion de patrimonio nacional estan las cruces eregidas por militares fascistas
Sale un (dios) cretino en la serie 'American Gods' que me recuerda un mazo a Dalas. Porque es subnormal a la par que mezquino,0,id=885851148418248706,sale un dios cretino en la serie american gods que me recuerda un mazo dalas porque es subnormal la par que mezquino
"Hola, soy un subnormal sin personalidad ni amor propio y quiero que me cambiéis para ser el mismo gilipollas que todo el mundo  #Cámbiame507",0,id=885851112393277440,hola soy un subnormal sin personalidad ni amor propio quiero que me cambieis para ser el mismo gilipollas que todo el mundo cambiame
Basta ya de ataques homófobos! Tenemos que centrarnos en rechazar al odio y a la violencia y luchar por la igualdad de todos!,0,id=885851045057974272,basta ya de ataques homofobos tenemos que centrarnos en rechazar al odio la violencia luchar por la igualdad de todos
Soy subnormal y me acabo de enterar que van a hacer una peli de Sonic en 2018  El hype me  corre por las venas https://t.co/0OTAcVzUEK,0,id=885851009687400448,soy subnormal me acabo de enterar que van hacer una peli de sonic en el hype me corre por las venas
¿Qué reforma hay que hacer? ¿Para agradar a la minoría nacionalista catalana y sus charnegos... o para la mayoría que está en contra? https://t.co/DZKb8rp1De,0,id=885850986266456064,que reforma hay que hacer para agradar la minoria nacionalista catalana sus charnegos para la mayoria que esta en contra
"twitter, donde los nazis pueden amenazar de muerte todo lo que quieran pero si dices cacaculopedopis te borran de todas las menciones",0,id=885850981237485568,twitter donde los nazis pueden amenazar de muerte todo lo que quieran pero si dices cacaculopedopis te borran de todas las menciones
Socialdemocracia: Ni es socialista ni es democrática. Las mentiras de Francesc de Carreras https://t.co/X6mvsG6TIA 120X,0,id=885850967643611137,socialdemocracia ni es socialista ni es democratica las mentiras de francesc de carreras
"@RamsMonte Mi color favorito es el rojo pero para eso lo veo como muy deprimente, no sé",0,id=885850628945301505,mi color favorito es el rojo pero para eso lo veo como muy deprimente no se
@soyunapringada_ @AbiPower De verdad que no puedo con todos esos youtubers monguers buenrrolleros. Aggggg Arriba la ESTI!,0,id=885850566882152448,de verdad que no puedo con todos esos youtubers monguers buenrrolleros aggggg arriba la esti
Nos traducirá también el importe el demagogo y cómplice de Pablo Iglesias en número de ingresos hospitalarios o becas? https://t.co/8XGxjIe6qW,0,id=885850471495323648,nos traducira tambien el importe el demagogo complice de pablo iglesias en numero de ingresos hospitalarios becas
ESPAÑA CORRUPPCIÓN Derecha PP fascista franquista gobernando con 30% en España no entiende porqué Cataluña quiere Independencia y República.,1,id=885850437274021888,espana corruppcion derecha pp fascista franquista gobernando con en espana no entiende porque cataluna quiere independencia republica
"El homófobo #obispo de #Cordoba recomienda rezar más en vacaciones [y follar menos, claro]. https://t.co/G5WUK6HssA vía @El_Plural",1,id=885850201499602945,el homofobo obispo de cordoba recomienda rezar mas en vacaciones follar menos claro via
"LOS VILLANOS SON FISICOCULTURISTAS VAMPIROS GAY AZTECAS  JoJo, arco 2",0,id=885850102878916608,los villanos son fisicoculturistas vampiros gay aztecas jojo arco
Me quedo muerta maricón 🤷💀🐞 https://t.co/JepPneRoyy,0,id=885849986600185858,me quedo muerta maricon
"Frank Cuesta llamando ""cabrona, gilipollas e hijaputa"" a una víctima de violencia de género. Espero que el próximo 8M se quede calladito. https://t.co/Syo2YcL3xd",0,id=885849761944928257,frank cuesta llamando cabrona gilipollas hijaputa una victima de violencia de genero espero que el proximo se quede calladito
@Juan_Teleco @ElHuffPost @tve_tve y sobre todo en un lugar donde saben que tanto el dictador como los paramilitares son mal recibidos.,0,id=885849375636901888,sobre todo en un lugar donde saben que tanto el dictador como los paramilitares son mal recibidos
"""Como todos eh pagando el ticket del parking Messi"" Lol, porque sea retrasado no tiene que dejar de pagar el puto parking.",1,id=885849196884107264,como todos eh pagando el ticket del parking messi lol porque sea retrasado no tiene que dejar de pagar el puto parking
#PurgaPuigdemontARV En el fondo sois como 13TV. Nunca veo un independentista cualificado debatiendo en la mesa. Todos españolistas. Bah!,0,id=885849137027198977,purgapuigdemontarv en el fondo sois como tv nunca veo un independentista cualificado debatiendo en la mesa todos espanolistas bah
Cada vez que veo la muerte de hodor lloro como una loca de verdad que pena me da,0,id=885848866863685632,cada vez que veo la muerte de hodor lloro como una loca de verdad que pena me da
@Luar13 @mrubiales @quimdomenech @plazacasals Dime entonces a qué vienen los besos si no eres gay ni deficiente???,0,id=885848731513499648,dime entonces que vienen los besos si no eres gay ni deficiente
aunque creo que es una tapadera porque Thom es muy gay y Lorde es lesbiana las cosas como son,0,id=885848469763629056,aunque creo que es una tapadera porque thom es muy gay lorde es lesbiana las cosas como son
@iNnFeR_HD @Renfe Eres catalán no estás acostumbrado a pagar tanto,1,id=885848405683130369,eres catalan no estas acostumbrado pagar tanto
@Mochi_Top19 @kanyada24 @FiFertiX @Leo_CVF @TasteYa25 Ijo de putaaa pero callateee yaaa mongolo chivatooo,1,id=885848315262357505,ijo de putaaa pero callateee yaaa mongolo chivato
"@AkariHime20 El chaval en cuestión es un youtuber subnormal con muchos seguidores. Aparte de que no le sale de los huevos, el perro es suyo y punto.",1,id=885848159376875523,el chaval en cuestion es un youtuber subnormal con muchos seguidores aparte de que no le sale de los huevos el perro es suyo punto
Es que en cuanto alguien escribe la palabra millennial se me hace imposible tomarlo en serio  Es como la peña que dice feminazi  O cuck,0,id=885848154830254080,es que en cuanto alguien escribe la palabra millennial se me hace imposible tomarlo en serio es como la pena que dice feminazi cuck
"@lucascabj1905 Pero chaval, tu eres subnormal?",0,id=885848145921536000,pero chaval tu eres subnormal
Los discursitos de género y d diversidad sexual x parte de liberales os los metéis x el ojete makis,1,id=885848145778941952,los discursitos de genero diversidad sexual parte de liberales os los meteis el ojete makis
"Que está claro que gobiernan los herederos del dictador, pero si somos europeos para lo malo, también para lo bueno.",0,id=885848032587255808,que esta claro que gobiernan los herederos del dictador pero si somos europeos para lo malo tambien para lo bueno
Si al facha de Pokémon no le gusta el Ash de la nueva temporada quizás debería gustaros a vosotros.,0,id=885847973061459968,si al facha de pokemon no le gusta el ash de la nueva temporada quizas deberia gustaros vosotros
En este puto estado pseudo fascista las medias tintas no valen. Es necesaria una izquierda clara y resolutiva.,0,id=885847813296410624,en este puto estado pseudo fascista las medias tintas no valen es necesaria una izquierda clara resolutiva
Te inventas que el feminismo te oprime mientras curras 12h al día por un salario de miseria y ahí no dices nada. ERES UN PUTO GENIO,0,id=885847495473016833,te inventas que el feminismo te oprime mientras curras al dia por un salario de miseria ahi no dices nada eres un puto genio
#PorLaMemoriaM4 Esta anti-humana kiere hacer collares kn los huesos d los represaliados por los fascistas. Se puede ser más monstruosa? https://t.co/cXhdKLmWbI,1,id=885847337167441920,porlamemoriam esta antihumana kiere hacer collares kn los huesos los represaliados por los fascistas se puede ser mas monstruosa
La verdad que estoy un poco negro viendo las noticias lo de ceballos... 500 millones de clausula ni messi... @DaniCeballos46 TUS MUERTOS !,0,id=885846940692484096,la verdad que estoy un poco negro viendo las noticias lo de ceballos millones de clausula ni messi tus muertos
"El primer baño de India, perra en adopcion de porpatas: https://t.co/rEbRCaeq0u vía @YouTube",0,id=885846816964694016,el primer bano de india perra en adopcion de porpatas via
(sé que he madurado porque ahora todo el mundo me parece subnormal),0,id=885846747750256641,se que he madurado porque ahora todo el mundo me parece subnormal
"Crimen Scientia: Joseph Maskell, El Diablo Católico https://t.co/8jB6PSFn2z … https://t.co/iIpEfF5qwM",0,id=885846708730699776,crimen scientia joseph maskell el diablo catolico
"#PorLaMemoriaM4 Allá donde el PP gobierne, solo se tendrá un reflejo fiel de las formas del franquismo, el odio y el rencor los caracteriza.",1,id=885846679550922752,porlamemoriam alla donde el pp gobierne solo se tendra un reflejo fiel de las formas del franquismo el odio el rencor los caracteriza
"Kpop stans: shipeo a estas dos, gay group queens, son novias  Also kpop stans: ¿si fuerais chico con cuál os gustaría salir?   Así de veces👐",0,id=885846608985939968,kpop stans shipeo estas dos gay group queens son novias also kpop stans si fuerais chico con cual os gustaria salir asi de veces
Una vez llegados a que una novela de género pueda ser Young Adult pasemos al... ¿Por qué son tan despreciadas en general?,0,id=885846557970616320,una vez llegados que una novela de genero pueda ser young adult pasemos al por que son tan despreciadas en general
¿No seré yo el más subnormal leyendo cosas que no debería estar leyendo?,0,id=885846411169980420,no sere yo el mas subnormal leyendo cosas que no deberia estar leyendo
@elrancius 🤣🤣 Muy sutil la paletada. Que hostia tienes...,0,id=885846297965670401,muy sutil la paletada que hostia tienes
"@crpandemonium Pero había algo que no me cuadraba, mi abuelo no era un fascista, algo no encajaba. Ahora lo entiendo todo.",0,id=885846193280077824,pero habia algo que no me cuadraba mi abuelo no era un fascista algo no encajaba ahora lo entiendo todo
Guevara Luis Antonio Subnormal la mejor animé,0,id=885846180608999424,guevara luis antonio subnormal la mejor anime
@FanaticsBarsa @rosadiezglez @gabrielrufian Rufian es un charnego de Jaén que pronto se verá obligado a arrastrar sacos de aceituna en la tierra de sus ancestros #retratado,1,id=885846071557201920,rufian es un charnego de jaen que pronto se vera obligado arrastrar sacos de aceituna en la tierra de sus ancestros retratado
"El único que está sacando tajada económicamente hablando de todo ello es Dalas, pero aún hay monguers para los que todo es un sálvame.",0,id=885846012174237697,el unico que esta sacando tajada economicamente hablando de todo ello es dalas pero aun hay monguers para los que todo es un salvame
La Caravana a Melilla parte de Bardenas y denuncia que Euskal Herria «es cómplice de la crisis de los refugiados» https://t.co/V6TTnEm6AK https://t.co/aw85Uo7Tie,0,id=885845873233678340,la caravana melilla parte de bardenas denuncia que euskal herria es complice de la crisis de los refugiados
"@RosaFregi Pues ahora es un represaliado del franquismo. Ahora, sólo los muy imbéciles pueden creer cosas así.",0,id=885845840136425474,pues ahora es un represaliado del franquismo ahora solo los muy imbeciles pueden creer cosas asi
@RokuPink @Lich123XD No hay nadie que sea feminista que ataque al otro género. Lo que hay son tíos machistas haciéndose pasar por feministas en twitter,0,id=885845746028773376,no hay nadie que sea feminista que ataque al otro genero lo que hay son tios machistas haciendose pasar por feministas en twitter
"@Abefort1 De facha, nada. Las tasas están subvencioninadas, no es su valor real, si suspendes pagas más, así premias al que aprueba a la primera",0,id=885845688269119488,de facha nada las tasas estan subvencioninadas no es su valor real si suspendes pagas mas asi premias al que aprueba la primera
"@okdiario @LoliFalco Este tio es una verguenza para los españoles pero no te digo ya para el partido socialista, lo lleva a su desastre!!!",0,id=885845391660519425,este tio es una verguenza para los espanoles pero no te digo ya para el partido socialista lo lleva su desastre
Estás comparando Sálvame con denunciar un caso de violencia de género me parto los cojones https://t.co/d5cjTe4pFX,0,id=885845278934413312,estas comparando salvame con denunciar un caso de violencia de genero me parto los cojones
"https://t.co/IQhn9BXWd7 ojo‼️ @ppbalears quiere llevar a los JUZGADOS la conservacion de un ""manolito"" fASCISTA #saFeixina #porlamemoriaM4",0,id=885845268624809984,ojo quiere llevar los juzgados la conservacion de un manolito fascista safeixina porlamemoriam
"Miserables, izquierdistas y el uso político de la muerte https://t.co/CeSxvUp2Bs @Jorge_Vilches  vía @voz_opinion",0,id=885845249024819202,miserables izquierdistas el uso politico de la muerte via
"@3job2 @Javierdw @Pablo_Iglesias_ claro no como los fascistas del PP que han saqueado el pais. Tu, tus hijo sy nietos lo pagaran. Pero como lo de pensar a ti te queda grande",1,id=885844924616368128,claro no como los fascistas del pp que han saqueado el pais tu tus hijo sy nietos lo pagaran pero como lo de pensar ti te queda grande
"@sercho_80 Ah, porque se va y viene la hija puta. Están haciendo el subnormal apagando y encendiendo",1,id=885844758727405568,ah porque se va viene la hija puta estan haciendo el subnormal apagando encendiendo
"@Alexitoman1 @Lich123XD Hembrista si existe. Básicamente es lo mismo que machista, pero en el género opuesto",0,id=885844493416759296,hembrista si existe basicamente es lo mismo que machista pero en el genero opuesto
@missobdulia Y yo como buen marica dándole a MG... 😅🙈,0,id=885844349900263424,yo como buen marica dandole mg
@Roxeles Vaya cara MAMON,0,id=885844128982028288,vaya cara mamon
"Qué puta manía con que Le Fou es gay. Que no es gay, hostias, que simplemente es el perrito faldero de Gastón",0,id=885844068437299200,que puta mania con que le fou es gay que no es gay hostias que simplemente es el perrito faldero de gaston
"Fraguasito a lo mejor es un tonto x hacer lo que hace, pero vosotros sois putos monguers pesados masturbaburros , cuanta más bola mas se rie",1,id=885844024493584385,fraguasito lo mejor es un tonto hacer lo que hace pero vosotros sois putos monguers pesados masturbaburros cuanta mas bola mas se rie
🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️ https://t.co/Q04Qu5dbGM ASQUEROSO,1,id=885843896974094336,los okupas causan graves disturbios en santiago el alcalde podemita les respalda asqueroso
"@Mochi_Top19 @kanyada24 @FiFertiX Eso tu jodio mongolo, que no me dejaste irme",0,id=885843879957852160,eso tu jodio mongolo que no me dejaste irme
"@bogarcram @Fuan_Rayo @Bolton_Oficial Te va a llamar ""maaaaaricón"" y lo sabes. Y la verdad es que semejante fotito... Jajajajajajaja",0,id=885843204553285632,te va llamar maaaaaricon lo sabes la verdad es que semejante fotito jajajajajajaja
"la CUP, es decir, los estalinistas amigos de ETA, piden más mano dura. Esta mierda de gobierno catalán, golpista y fascista,poniendo el culo https://t.co/yGITBFYYZo",1,id=885843080955482114,la cup es decir los estalinistas amigos de eta piden mas mano dura esta mierda de gobierno catalan golpista fascista poniendo el culo
"Si atacas las instituciones de gobiernos ""enemigos"" te da cobertura TVE. Si escribes algo fuera de tono contra las de aquí, eres terrorista.",0,id=885843077851688960,si atacas las instituciones de gobiernos enemigos te da cobertura tve si escribes algo fuera de tono contra las de aqui eres terrorista
"@eidergorostiza Por la mañana son ultraderecha, por la tarde derecha ultra y por la noche los mamadores del movimiento",0,id=885843029529161728,por la manana son ultraderecha por la tarde derecha ultra por la noche los mamadores del movimiento
Hay uno aquí en el autobús riéndose a carcajadas como un retrasado. La gente está en la mierda.,0,id=885843018116456449,hay uno aqui en el autobus riendose carcajadas como un retrasado la gente esta en la mierda
Manda cojones. Los fachas pidiendo los huesos de republicanos para devolverlos a las cunetas. Estos si que tienen problemas mentales,1,id=885842963972206592,manda cojones los fachas pidiendo los huesos de republicanos para devolverlos las cunetas estos si que tienen problemas mentales
"@JaumeBarbera Quizás que gobiernen por y para TODOS los catalanes y no solo para los independentista ¡¡Y si lo hacen dentro de la ley, ya seria la leche!!",0,id=885842916266184704,quizas que gobiernen por para todos los catalanes no solo para los independentista si lo hacen dentro de la ley ya seria la leche
"@JaviGarci22 @ciudadanabe A mi no me vas a ver condenar el asesinato de un torturador fascista, pero este argumento es paupérrimo.",0,id=885842550896152576,mi no me vas ver condenar el asesinato de un torturador fascista pero este argumento es pauperrimo
Pues a pasar la fregona por subnormal https://t.co/P16L5jgIvq,0,id=885842096355192832,pues pasar la fregona por subnormal
Donde esten unos buenos pirados por la democracia que se quiten ratas fascistas y corruptas. Cada vez que dices ser catalán nos averguenzas. https://t.co/jgaZIut7Yn,1,id=885841994253258752,donde esten unos buenos pirados por la democracia que se quiten ratas fascistas corruptas cada vez que dices ser catalan nos averguenzas
"@TheLastMiau Aunque bueno, eso de ser canijo y tener culo de negra tampoco ayuda. Al final toda mi ropa de concierto es de chica porque me queda mejor.",0,id=885841955141365760,aunque bueno eso de ser canijo tener culo de negra tampoco ayuda al final toda mi ropa de concierto es de chica porque me queda mejor
@taladraraxets Te vas a tragar el esternon subnormal,1,id=885841910639755265,te vas tragar el esternon subnormal
@pacomarhuenda Paco llegado este punto nos da igual con tal de olvidarnos del PP y su estado fascista,1,id=885841763046486017,paco llegado este punto nos da igual con tal de olvidarnos del pp su estado fascista
El @PSOE pide la anulación de todas las condenas del franquismo incluida la pena de muerte de Lluís Companys https://t.co/aSItukgS8O,0,id=885841744427962368,el pide la anulacion de todas las condenas del franquismo incluida la pena de muerte de lluis companys
Esta miserable diputada de Podemos compara la violencia de género con el asesinato de Miguel Ángel Blanco en https://t.co/QQSGpiFk8v,0,id=885841678900375553,esta miserable diputada de podemos compara la violencia de genero con el asesinato de miguel angel blanco en
Que hermosa que es mi novia culiao 😍,0,id=885841622331740165,que hermosa que es mi novia culiao
"6 subnormal JAJAJA no sé que indirecta ponerte dani, me vas a aborrecer a este paso",0,id=885841450457600001,subnormal jajaja no se que indirecta ponerte dani me vas aborrecer este paso
"@Catalunya_Press La catalanofobia populista, tan prevalente, ha prejuzgado a los Pujol",0,id=885841148027310080,la catalanofobia populista tan prevalente ha prejuzgado los pujol
Yo: Que sola estoy Prima (13 años): Buscate una novia entonces Yo: Es que soy mas de novios Prima: Ah que eres gay *silencio incomodo*,0,id=885841024551202817,yo que sola estoy prima anos buscate una novia entonces yo es que soy mas de novios prima ah que eres gay silencio incomodo
"claro, cada dos días vemos agentes negros brutalizando y asesinando a sus con ciudadanos blancos. https://t.co/zYGsDqGrD7",0,id=885840899674124289,claro cada dos dias vemos agentes negros brutalizando asesinando sus con ciudadanos blancos
"@Xuancaracero Lástima que, veinte años después, haya tenido que aparecer esa mugre podemita adoradora de Otegi para poner en cuestión su figura",1,id=885840648804474880,lastima que veinte anos despues haya tenido que aparecer esa mugre podemita adoradora de otegi para poner en cuestion su figura
"@Extremoblando_ Sé que eres el de la pizza con piña, mamón",0,id=885840562661863426,se que eres el de la pizza con pina mamon
"Pensaba que era broma pero no. Señores del PP del Ayto. de Guadalajara, son ustedes unos auténticos NAZIS. https://t.co/CI8koaFxhP",1,id=885840449407201280,pensaba que era broma pero no senores del pp del ayto de guadalajara son ustedes unos autenticos nazis
Que haya maltrato animal no elimina que haya violencia de género hacia ella y encima tú sudes y le eches mierda.,0,id=885840374295650304,que haya maltrato animal no elimina que haya violencia de genero hacia ella encima tu sudes le eches mierda
La canción de Shin Chan en catalán es una puta mierda xddddd.,0,id=885840239725600768,la cancion de shin chan en catalan es una puta mierda xddddd
@iam_Hoke @DiegoBottamino @Hassito_Dehache @WalkatRules Cuando vuelva voy a jalar y a levantar kilos como un mamon! He vuelto a los 20,0,id=885840231328608256,cuando vuelva voy jalar levantar kilos como un mamon he vuelto los
Eso. No han visto el ataque de los moros a ellos. Manda cojones. Yo si y tengo el video https://t.co/iPKGeJOrwG,0,id=885840015678484480,eso no han visto el ataque de los moros ellos manda cojones yo si tengo el video
El asqueroso podemita: https://t.co/0vA0Efatc4,0,id=885839720353329152,el asqueroso podemita
"Quedó claro A partir de ahora @mananascuatro no puede conectar con Monedero, porque provoca que tertulianos FACHAS como Calleja le insulten",1,id=885839579428859904,quedo claro partir de ahora no puede conectar con monedero porque provoca que tertulianos fachas como calleja le insulten
"Las ONG responden a Zoido: ""Creen que dejando morir a miles de refugiados disuadirán a quienes huyen https://t.co/DBbifE4i7C vía @desalambre",0,id=885839518728933376,las ong responden zoido creen que dejando morir miles de refugiados disuadiran quienes huyen via
Valladolid has fachas y un rio playa que si te metes sales con un brazo y dos piernas de más https://t.co/LOmZqJMRb6,1,id=885839492866854914,valladolid has fachas un rio playa que si te metes sales con un brazo dos piernas de mas
Maradroga es un negro de mierda que se enorgullece  de haber hecho un gol con la mano.,1,id=885839442711379968,maradroga es un negro de mierda que se enorgullece de haber hecho un gol con la mano
@Idigorin @vuneo @cunadometro @apolodoro2000 Vascongadas... Vaya subnormal,1,id=885839394808233985,vascongadas vaya subnormal
"Me cago en mi vida de dónde cojones sale tanto subnormal, si es que al final me vuelvo a ir",0,id=885839322938830850,me cago en mi vida de donde cojones sale tanto subnormal si es que al final me vuelvo ir
"@diego_gon Claro que no, porque los antifas además compran el discurso pos moderno. Además de que el nazismo no está edulcorado y ellos si.",0,id=885839292844716032,claro que no porque los antifas ademas compran el discurso pos moderno ademas de que el nazismo no esta edulcorado ellos si
Otro españolazo fascista coaccionando al pueblo catalán secesionista.  https://t.co/h3jzB5uAxf,1,id=885839161181306882,otro espanolazo fascista coaccionando al pueblo catalan secesionista
"replicar cualquier cosa que apoye la homosexualidad con “luego que si no hay heterofobia” es muy de 2003, a ver si vamos evolucionando ya eh",0,id=885839054448848896,replicar cualquier cosa que apoye la homosexualidad con luego que si no hay heterofobia es muy de ver si vamos evolucionando ya eh
Para superar el enfrentamiento entre el inmovilismo y la deriva independentista unilateral es necesario abrir un nuevo escenario de diálogo. https://t.co/1F7mW7249m,0,id=885838877726044160,para superar el enfrentamiento entre el inmovilismo la deriva independentista unilateral es necesario abrir un nuevo escenario de dialogo
Méndez de Vigo...de dónde han sacado a tamaño FASCISTA? https://t.co/3FTGy2OdZZ,1,id=885838850412736515,mendez de vigo de donde han sacado tamano fascista
@mmcias No le asesora nadie. Es independentista y listos. Como Guardiola.,0,id=885838723203641344,no le asesora nadie es independentista listos como guardiola
Y siguen haciendo el subnormal. Y siguen. Venga,0,id=885838377186152448,siguen haciendo el subnormal siguen venga
@IanBea10 @Daniel_FCB9 Es subnormal y súper original,0,id=885838211167252481,es subnormal super original
"""Mis dos hijos ayudan a los refugiados a no morir ahogados en el mar"" https://t.co/FTnt65e9Pv vía @EPentretodos",0,id=885837809336143872,mis dos hijos ayudan los refugiados no morir ahogados en el mar via
@mrsalysa Lo más comparable a un nazi en la izquierda es un batasuno. Gentuza mafiosa y cobarde que te mata porque eres normal y corriente,1,id=885837553932402688,lo mas comparable un nazi en la izquierda es un batasuno gentuza mafiosa cobarde que te mata porque eres normal corriente
@MonederoJC @PPopular @mananascuatro Pones dignidad donde Callejas pone odio añejo y rejumbre franquista.,0,id=885837515801989120,pones dignidad donde callejas pone odio anejo rejumbre franquista
Hoy en: Imagina ser Mongolo https://t.co/Ec760yxUyj,0,id=885837486982930437,hoy en imagina ser mongolo
"Shia Labeouf pide perdón al policía al que amenazó de muerte gritándole ""puto negro"" https://t.co/VojBhBL7w4",0,id=885837419232325636,shia labeouf pide perdon al policia al que amenazo de muerte gritandole puto negro
"@MiaresDream @EriftDALASITO Es que no importan, eran hombres cis genero heteros probablemente. Es culpa del heteropatriarcado machista.",0,id=885837358662381568,es que no importan eran hombres cis genero heteros probablemente es culpa del heteropatriarcado machista
"La casa que os nuestro hoy en el blog es un poco loca, la flora y sobre todo fauna son los… https://t.co/Srw8MwyX5X",0,id=885837333571837953,la casa que os nuestro hoy en el blog es un poco loca la flora sobre todo fauna son los
@mussomass Aún no te has enterado o tus dos neuronas fascistas apenas funcionan?Podemos defiende el sistema democrático d organización social humana!,1,id=885837292467871745,aun no te has enterado tus dos neuronas fascistas apenas funcionan podemos defiende el sistema democratico organizacion social humana
@CsBaleares @Catasega Al interés general fascista⁉️⁉️,0,id=885837210595069952,al interes general fascista
"@mrsalysa @JovesSCC Sí, les sigo y conozco las actividades de la chusma de la autónoma. Pero siguen sin ser comparables a los nazis.",1,id=885837174918217728,si les sigo conozco las actividades de la chusma de la autonoma pero siguen sin ser comparables los nazis
Mira cómo Allen vuelva por el subnormal del gafotas me mato.,0,id=885836864405610496,mira como allen vuelva por el subnormal del gafotas me mato
La ley mordaza feminazi ha fracasado...Fascistas peludas. https://t.co/rMHlQOVZ4K,0,id=885836305401294849,la ley mordaza feminazi ha fracasado fascistas peludas
"@diego_gon Vaya, nunca te has cruzado con una panda de ""Antifassss""?",0,id=885836234492440576,vaya nunca te has cruzado con una panda de antifassss
"@hachikodori @f0cusOW Por qué no, o hazte tu propio streaming con casinos y furcias (?)",0,id=885836170378268672,por que no hazte tu propio streaming con casinos furcias
"@JLMagaz solo mente absolutamnt FASCISTA es capaz de pedir eso, pero MÁS FASCISTA ES SU JEFE Q LO CONSIENTE Y NO LE PIDE CUENTAS, ESTO ES FRANKISTAN",1,id=885835781171970050,solo mente absolutamnt fascista es capaz de pedir eso pero mas fascista es su jefe lo consiente no le pide cuentas esto es frankistan
@xJustAJoJo Demasiado divo dictador despiadado.  Oh shit corre amono.,0,id=885835760993275904,demasiado divo dictador despiadado oh shit corre amono
@Pedroviiiii Pero mamón si es contra OMcraxx 🤦🤦 y anda que te da una bala el tercero lol.. 😕😅😂,0,id=885835743205216256,pero mamon si es contra omcraxx anda que te da una bala el tercero lol
"Que si Tibi, Soco y la otra anden chillando es por que el pueblo venezolano desobedece un CNE al servicio del dictador Maduro. ¿Válido? ¡SI!",0,id=885835594005401600,que si tibi soco la otra anden chillando es por que el pueblo venezolano desobedece un cne al servicio del dictador maduro valido si
Si es que no entiendo cómo se puede ser tan puto subnormal para perder así a una persona importante,0,id=885835304707530752,si es que no entiendo como se puede ser tan puto subnormal para perder asi una persona importante
"He pasado de ser un semi-melenas perroflauta a un atractivo metrosensual, con tan sólo entrar en una peluquería.",0,id=885835250819112960,he pasado de ser un semimelenas perroflauta un atractivo metrosensual con tan solo entrar en una peluqueria
@cifupresidenta @ccifuentes Lo que da pena son las víctimas del terrorismo franquista que aún están enterradas en las cunetas.. pero son víctimas en B. Miserable. https://t.co/MQTmOg9F5B,0,id=885835180421894144,lo que da pena son las victimas del terrorismo franquista que aun estan enterradas en las cunetas pero son victimas en miserable
"@Castro_Mas_Cota Público, el diario podemita, desinformando, como siempre. VERGÜENZA me daria trabajar en semejante letrina",0,id=885835121689014272,publico el diario podemita desinformando como siempre verguenza me daria trabajar en semejante letrina
@jperico59 @BeaTurquesa Impresentable gobierno fascistas y mala leche .,1,id=885835106010746880,impresentable gobierno fascistas mala leche
ESTO TIO ES SUBNORMAL POR MIS MUERTOS https://t.co/lRx6iphJJs,0,id=885835049698041857,esto tio es subnormal por mis muertos
"EL FASCISTA CALLEJA, al tiempo que cobra por opinar sobre todo lo que le presentan, se atreve a exigir a Monedero que no hable de él",1,id=885835033826795520,el fascista calleja al tiempo que cobra por opinar sobre todo lo que le presentan se atreve exigir monedero que no hable de el
